"small.zip","Region","Rural.urban"
"38413","Chubu","Rural"
"39946","Chubu","Rural"
"38902","Chubu","Rural"
"38100","Chubu","Urban"
"38009","Chubu","Urban"
"38122","Chubu","Urban"
"38008","Chubu","Urban"
"38127","Chubu","Urban"
"38880","Chubu","Urban"
"38143","Chubu","Urban"
"38123","Chubu","Urban"
"38124","Chubu","Urban"
"38141","Chubu","Urban"
"38911","Chubu","Urban"
"38132","Chubu","Urban"
"38131","Chubu","Urban"
"38112","Chubu","Urban"
"38101","Chubu","Urban"
"38606","Chubu","Rural"
"38607","Chubu","Rural"
"39953","Chubu","Rural"
"39938","Chubu","Rural"
"38300","Chubu","Rural"
"38921","Chubu","Rural"
"39507","Chubu","Rural"
"38925","Chubu","Rural"
"38102","Chubu","Rural"
"38133","Chubu","Rural"
"39400","Chubu","Rural"
"39955","Chubu","Rural"
"39800","Chubu","Rural"
"39991","Chubu","Rural"
"39935","Chubu","Rural"
"39702","Chubu","Rural"
"39994","Chubu","Rural"
"39996","Chubu","Rural"
"39995","Chubu","Rural"
"38927","Chubu","Rural"
"94983","Chubu","Rural"
"38906","Chubu","Rural"
"38500","Chubu","Rural"
"38406","Chubu","Rural"
"38422","Chubu","Rural"
"38403","Chubu","Rural"
"38404","Chubu","Rural"
"38421","Chubu","Rural"
"38405","Chubu","Rural"
"38407","Chubu","Rural"
"39921","Chubu","Rural"
"39300","Chubu","Rural"
"38913","Chubu","Rural"
"39907","Chubu","Rural"
"39963","Chubu","Rural"
"39906","Chubu","Rural"
"39964","Chubu","Rural"
"39200","Chubu","Rural"
"39201","Chubu","Rural"
"38200","Chubu","Rural"
"38622","Chubu","Urban"
"39511","Chubu","Rural"
"39931","Chubu","Rural"
"38208","Chubu","Rural"
"38423","Chubu","Rural"
"39904","Chubu","Rural"
"39905","Chubu","Rural"
"38905","Chubu","Rural"
"38904","Chubu","Rural"
"39932","Chubu","Rural"
"38600","Chubu","Urban"
"38601","Chubu","Urban"
"38604","Chubu","Urban"
"38611","Chubu","Urban"
"38615","Chubu","Urban"
"38603","Chubu","Urban"
"38605","Chubu","Urban"
"38612","Chubu","Urban"
"38613","Chubu","Urban"
"38614","Chubu","Urban"
"39013","Chubu","Rural"
"38104","Chubu","Rural"
"39918","Chubu","Rural"
"85300","South","Rural"
"85321","South","Rural"
"85324","South","Rural"
"85307","South","Rural"
"85303","South","Rural"
"85305","South","Rural"
"85304","South","Rural"
"85302","South","Rural"
"85322","South","Rural"
"85306","South","Rural"
"85937","South","Rural"
"85938","South","Rural"
"85939","South","Rural"
"85951","South","Rural"
"85953","South","Rural"
"85955","South","Rural"
"85957","South","Rural"
"85958","South","Rural"
"85948","South","Rural"
"81151","South","Rural"
"81153","South","Rural"
"81157","South","Rural"
"81154","South","Rural"
"81152","South","Rural"
"81155","South","Rural"
"85400","South","Urban"
"85903","South","Urban"
"85411","South","Urban"
"85401","South","Urban"
"85901","South","Urban"
"85904","South","Urban"
"85402","South","Urban"
"85936","South","Rural"
"85945","South","Rural"
"85943","South","Rural"
"84804","South","Rural"
"85947","South","Rural"
"85926","South","Rural"
"85921","South","Rural"
"85922","South","Rural"
"85923","South","Rural"
"85925","South","Rural"
"85915","South","Rural"
"85924","South","Rural"
"85000","South","Urban"
"85009","South","Urban"
"85111","South","Urban"
"85280","South","Urban"
"85123","South","Urban"
"85281","South","Urban"
"85122","South","Urban"
"85008","South","Urban"
"85101","South","Urban"
"85112","South","Urban"
"85102","South","Urban"
"85105","South","Urban"
"85700","South","Urban"
"85103","South","Urban"
"85124","South","Urban"
"85104","South","Urban"
"85132","South","Urban"
"85131","South","Urban"
"85113","South","Urban"
"85121","South","Rural"
"85747","South","Rural"
"85600","South","Rural"
"85608","South","Rural"
"85135","South","Rural"
"85724","South","Rural"
"85723","South","Rural"
"85725","South","Rural"
"85722","South","Rural"
"85731","South","Rural"
"85733","South","Rural"
"85134","South","Rural"
"85133","South","Rural"
"85809","South","Urban"
"85704","South","Urban"
"85932","South","Urban"
"85712","South","Urban"
"85708","South","Urban"
"85748","South","Urban"
"85749","South","Urban"
"85931","South","Urban"
"85961","South","Urban"
"85711","South","Urban"
"85701","South","Urban"
"85732","South","Urban"
"85962","South","Urban"
"85964","South","Urban"
"85934","South","Urban"
"85963","South","Urban"
"85703","South","Rural"
"85500","South","Rural"
"85508","South","Rural"
"85914","South","Rural"
"85744","South","Rural"
"85741","South","Rural"
"85333","South","Rural"
"85323","South","Rural"
"85742","South","Rural"
"85331","South","Rural"
"85745","South","Rural"
"85746","South","Rural"
"81700","South","Rural"
"81701","South","Rural"
"81702","South","Rural"
"81715","South","Rural"
"81716","South","Rural"
"81722","South","Rural"
"81717","South","Rural"
"81723","South","Rural"
"81712","South","Rural"
"81711","South","Rural"
"81704","South","Rural"
"81703","South","Rural"
"81705","South","Rural"
"81713","South","Rural"
"81714","South","Rural"
"85405","South","Rural"
"85403","South","Rural"
"85911","South","Rural"
"85406","South","Rural"
"85913","South","Rural"
"85404","South","Rural"
"85912","South","Rural"
"85407","South","Rural"
"63911","Kansai","Rural"
"63910","Kansai","Rural"
"63401","Kansai","Rural"
"63700","Kansai","Rural"
"63704","Kansai","Rural"
"63806","Kansai","Rural"
"63701","Kansai","Rural"
"63702","Kansai","Rural"
"63922","Kansai","Rural"
"63923","Kansai","Rural"
"63600","Kansai","Rural"
"63609","Kansai","Rural"
"63324","Kansai","Rural"
"63323","Kansai","Rural"
"63601","Kansai","Rural"
"63002","Kansai","Urban"
"63001","Kansai","Urban"
"63937","Kansai","Rural"
"63902","Kansai","Rural"
"63400","Kansai","Urban"
"63408","Kansai","Urban"
"63921","Kansai","Rural"
"63935","Kansai","Rural"
"63936","Kansai","Rural"
"63603","Kansai","Rural"
"63602","Kansai","Rural"
"63500","Kansai","Rural"
"63508","Kansai","Rural"
"63802","Kansai","Rural"
"63313","Kansai","Rural"
"63000","Kansai","Urban"
"63100","Kansai","Urban"
"63108","Kansai","Urban"
"63081","Kansai","Urban"
"63080","Kansai","Urban"
"63083","Kansai","Urban"
"63082","Kansai","Urban"
"63202","Kansai","Urban"
"63084","Kansai","Urban"
"63201","Kansai","Urban"
"63012","Kansai","Urban"
"63021","Kansai","Urban"
"63011","Kansai","Urban"
"63023","Kansai","Urban"
"64803","Kansai","Rural"
"63800","Kansai","Rural"
"63808","Kansai","Rural"
"63931","Kansai","Rural"
"63300","Kansai","Rural"
"63301","Kansai","Rural"
"63608","Kansai","Rural"
"63938","Kansai","Rural"
"63312","Kansai","Rural"
"63501","Kansai","Rural"
"63803","Kansai","Rural"
"63805","Kansai","Rural"
"63804","Kansai","Rural"
"63200","Kansai","Rural"
"63715","Kansai","Rural"
"63711","Kansai","Rural"
"63712","Kansai","Rural"
"63716","Kansai","Rural"
"63713","Kansai","Rural"
"63714","Kansai","Rural"
"64715","Kansai","Rural"
"64712","Kansai","Rural"
"63302","Kansai","Rural"
"63322","Kansai","Rural"
"63321","Kansai","Rural"
"63304","Kansai","Rural"
"63303","Kansai","Rural"
"63022","Kansai","Rural"
"63934","Kansai","Rural"
"63933","Kansai","Rural"
"95944","Chubu","Rural"
"95946","Chubu","Rural"
"95945","Chubu","Rural"
"95943","Chubu","Rural"
"95920","Chubu","Rural"
"95919","Chubu","Rural"
"95921","Chubu","Rural"
"95922","Chubu","Rural"
"95800","Chubu","Rural"
"95916","Chubu","Rural"
"95917","Chubu","Rural"
"95918","Chubu","Rural"
"94100","Chubu","Rural"
"94901","Chubu","Rural"
"94912","Chubu","Rural"
"94905","Chubu","Rural"
"94903","Chubu","Rural"
"94913","Chubu","Rural"
"94904","Chubu","Rural"
"94943","Chubu","Rural"
"94300","Chubu","Urban"
"94308","Chubu","Urban"
"94202","Chubu","Urban"
"94200","Chubu","Urban"
"94301","Chubu","Urban"
"94917","Chubu","Urban"
"94304","Chubu","Urban"
"94401","Chubu","Urban"
"94203","Chubu","Urban"
"94931","Chubu","Urban"
"94201","Chubu","Urban"
"94211","Chubu","Urban"
"94212","Chubu","Urban"
"94933","Chubu","Urban"
"94932","Chubu","Urban"
"94305","Chubu","Urban"
"94302","Chubu","Urban"
"94303","Chubu","Urban"
"94923","Chubu","Urban"
"94916","Chubu","Urban"
"94306","Chubu","Urban"
"94204","Chubu","Urban"
"94205","Chubu","Urban"
"94934","Chubu","Urban"
"94935","Chubu","Urban"
"95913","Chubu","Rural"
"94503","Chubu","Rural"
"94500","Chubu","Rural"
"94508","Chubu","Rural"
"94936","Chubu","Rural"
"94501","Chubu","Rural"
"94502","Chubu","Rural"
"94514","Chubu","Rural"
"94512","Chubu","Rural"
"94513","Chubu","Rural"
"94511","Chubu","Rural"
"94937","Chubu","Rural"
"94504","Chubu","Rural"
"94515","Chubu","Rural"
"94941","Chubu","Rural"
"94942","Chubu","Rural"
"94966","Chubu","Rural"
"94971","Chubu","Rural"
"94967","Chubu","Rural"
"94972","Chubu","Rural"
"94964","Chubu","Rural"
"94963","Chubu","Rural"
"94973","Chubu","Rural"
"94965","Chubu","Rural"
"95400","Chubu","Rural"
"95401","Chubu","Urban"
"95808","Chubu","Rural"
"95802","Chubu","Rural"
"95936","Chubu","Rural"
"95939","Chubu","Rural"
"95931","Chubu","Rural"
"95934","Chubu","Rural"
"94400","Chubu","Rural"
"94921","Chubu","Rural"
"94922","Chubu","Rural"
"94402","Chubu","Rural"
"94403","Chubu","Rural"
"94000","Chubu","Urban"
"94011","Chubu","Urban"
"94021","Chubu","Urban"
"94001","Chubu","Urban"
"95402","Chubu","Urban"
"94008","Chubu","Urban"
"94954","Chubu","Urban"
"94002","Chubu","Urban"
"94020","Chubu","Urban"
"94945","Chubu","Urban"
"94023","Chubu","Urban"
"94952","Chubu","Urban"
"94953","Chubu","Urban"
"94024","Chubu","Urban"
"94975","Chubu","Urban"
"94987","Chubu","Urban"
"94951","Chubu","Urban"
"94025","Chubu","Urban"
"95901","Chubu","Urban"
"94702","Chubu","Urban"
"95600","Chubu","Rural"
"95608","Chubu","Rural"
"95601","Chubu","Rural"
"95000","Chubu","Urban"
"95180","Chubu","Urban"
"95181","Chubu","Urban"
"95009","Chubu","Urban"
"95001","Chubu","Urban"
"95011","Chubu","Urban"
"95008","Chubu","Urban"
"95033","Chubu","Rural"
"95031","Chubu","Rural"
"95002","Chubu","Rural"
"95003","Chubu","Rural"
"95012","Chubu","Rural"
"95014","Chubu","Rural"
"95013","Chubu","Rural"
"95020","Chubu","Urban"
"95022","Chubu","Urban"
"95021","Chubu","Urban"
"95904","Chubu","Urban"
"95300","Chubu","Rural"
"95301","Chubu","Rural"
"95905","Chubu","Rural"
"94700","Chubu","Rural"
"94701","Chubu","Rural"
"95200","Chubu","Rural"
"95215","Chubu","Rural"
"95216","Chubu","Rural"
"95213","Chubu","Rural"
"95234","Chubu","Rural"
"95208","Chubu","Rural"
"95207","Chubu","Rural"
"95203","Chubu","Rural"
"95212","Chubu","Rural"
"95202","Chubu","Rural"
"95222","Chubu","Rural"
"95206","Chubu","Rural"
"95231","Chubu","Rural"
"95204","Chubu","Rural"
"95221","Chubu","Rural"
"95235","Chubu","Rural"
"95201","Chubu","Rural"
"95232","Chubu","Rural"
"95214","Chubu","Rural"
"95205","Chubu","Rural"
"95500","Chubu","Rural"
"95501","Chubu","Rural"
"95911","Chubu","Rural"
"95508","Chubu","Rural"
"95701","Chubu","Rural"
"95932","Chubu","Rural"
"95700","Chubu","Rural"
"95923","Chubu","Rural"
"95924","Chubu","Rural"
"95703","Chubu","Rural"
"95702","Chubu","Rural"
"95704","Chubu","Rural"
"95925","Chubu","Rural"
"95915","Chubu","Rural"
"95926","Chubu","Rural"
"95928","Chubu","Rural"
"95927","Chubu","Rural"
"94800","Chubu","Rural"
"94215","Chubu","Rural"
"94802","Chubu","Rural"
"94985","Chubu","Rural"
"94984","Chubu","Rural"
"94801","Chubu","Rural"
"94213","Chubu","Rural"
"94803","Chubu","Rural"
"94986","Chubu","Rural"
"94214","Chubu","Rural"
"95912","Chubu","Rural"
"95902","Chubu","Rural"
"94982","Chubu","Rural"
"94981","Chubu","Rural"
"94600","Chubu","Rural"
"94602","Chubu","Rural"
"94603","Chubu","Rural"
"94601","Chubu","Rural"
"94974","Chubu","Rural"
"95903","Chubu","Rural"
"94961","Chubu","Rural"
"94962","Chubu","Rural"
"87400","South","Urban"
"87409","South","Urban"
"87408","South","Urban"
"87955","South","Urban"
"87971","South","Rural"
"87962","South","Rural"
"87963","South","Rural"
"87973","South","Rural"
"87964","South","Rural"
"87966","South","Rural"
"87968","South","Rural"
"87967","South","Rural"
"87969","South","Rural"
"87974","South","Rural"
"87972","South","Rural"
"87906","South","Rural"
"87907","South","Rural"
"87211","South","Rural"
"87212","South","Rural"
"87908","South","Rural"
"87915","South","Rural"
"87215","South","Rural"
"87700","South","Rural"
"87712","South","Rural"
"87942","South","Rural"
"87701","South","Rural"
"87941","South","Rural"
"87713","South","Rural"
"87711","South","Rural"
"87702","South","Rural"
"87703","South","Rural"
"87300","South","Rural"
"87909","South","Rural"
"87913","South","Rural"
"87948","South","Rural"
"87947","South","Rural"
"87946","South","Rural"
"87949","South","Rural"
"87305","South","Rural"
"87303","South","Rural"
"87302","South","Rural"
"87216","South","Rural"
"87306","South","Rural"
"87214","South","Rural"
"87213","South","Rural"
"87304","South","Rural"
"87944","South","Rural"
"87945","South","Rural"
"87943","South","Rural"
"87101","South","Rural"
"87901","South","Rural"
"87902","South","Rural"
"87103","South","Rural"
"87104","South","Rural"
"87107","South","Rural"
"87001","South","Urban"
"87002","South","Urban"
"87008","South","Urban"
"87009","South","Urban"
"87003","South","Urban"
"87000","South","Urban"
"87975","South","Urban"
"87011","South","Urban"
"87922","South","Urban"
"87012","South","Urban"
"87978","South","Urban"
"87921","South","Urban"
"87977","South","Urban"
"87600","South","Rural"
"87615","South","Rural"
"87608","South","Rural"
"87932","South","Rural"
"87933","South","Rural"
"87934","South","Rural"
"87611","South","Rural"
"87624","South","Rural"
"87622","South","Rural"
"87623","South","Rural"
"87926","South","Rural"
"87621","South","Rural"
"87612","South","Rural"
"87613","South","Rural"
"87931","South","Rural"
"87602","South","Rural"
"87601","South","Rural"
"87614","South","Rural"
"87800","South","Rural"
"87801","South","Rural"
"87961","South","Rural"
"87805","South","Rural"
"87802","South","Rural"
"87804","South","Rural"
"87924","South","Rural"
"87925","South","Rural"
"87200","South","Rural"
"87911","South","Rural"
"87207","South","Rural"
"87205","South","Rural"
"87208","South","Rural"
"87206","South","Rural"
"87905","South","Rural"
"87903","South","Rural"
"87904","South","Rural"
"87203","South","Rural"
"87204","South","Rural"
"87201","South","Rural"
"87500","South","Rural"
"87502","South","Rural"
"87503","South","Rural"
"87954","South","Rural"
"87951","South","Rural"
"70908","South","Rural"
"70124","South","Rural"
"70125","South","Rural"
"70122","South","Rural"
"70907","South","Rural"
"71902","South","Rural"
"71901","South","Rural"
"71401","South","Rural"
"70500","South","Rural"
"70501","South","Rural"
"70132","South","Rural"
"70902","South","Rural"
"70903","South","Rural"
"70103","South","Rural"
"71500","South","Rural"
"71414","South","Rural"
"71421","South","Rural"
"71422","South","Rural"
"71423","South","Rural"
"70803","South","Rural"
"70804","South","Rural"
"70807","South","Rural"
"70805","South","Rural"
"70806","South","Rural"
"71400","South","Rural"
"71403","South","Rural"
"71611","South","Rural"
"70926","South","Rural"
"70924","South","Rural"
"70925","South","Rural"
"70923","South","Rural"
"71615","South","Rural"
"71612","South","Rural"
"70936","South","Rural"
"71000","South","Urban"
"71001","South","Urban"
"71008","South","Urban"
"71280","South","Urban"
"71109","South","Urban"
"70101","South","Urban"
"71002","South","Urban"
"71381","South","Urban"
"71011","South","Urban"
"71013","South","Urban"
"71931","South","Rural"
"71614","South","Rural"
"71700","South","Rural"
"71704","South","Rural"
"71707","South","Rural"
"71932","South","Rural"
"71701","South","Rural"
"71706","South","Rural"
"71705","South","Rural"
"70700","South","Rural"
"70126","South","Rural"
"70704","South","Rural"
"70942","South","Rural"
"70702","South","Rural"
"70701","South","Rural"
"70937","South","Rural"
"70934","South","Rural"
"70815","South","Rural"
"70813","South","Rural"
"71800","South","Rural"
"71925","South","Rural"
"71935","South","Rural"
"71927","South","Rural"
"71926","South","Rural"
"71928","South","Rural"
"71936","South","Rural"
"71802","South","Rural"
"71801","South","Rural"
"71938","South","Rural"
"71937","South","Rural"
"71803","South","Rural"
"70705","South","Rural"
"70000","South","Urban"
"70906","South","Rural"
"70481","South","Rural"
"70382","South","Urban"
"70009","South","Urban"
"70008","South","Urban"
"70114","South","Urban"
"70115","South","Urban"
"70112","South","Urban"
"70113","South","Urban"
"70111","South","Urban"
"70116","South","Urban"
"70121","South","Urban"
"70931","South","Urban"
"70921","South","Urban"
"70280","South","Urban"
"70102","South","Urban"
"70912","South","Urban"
"71903","South","Rural"
"70142","South","Rural"
"70143","South","Rural"
"70145","South","Rural"
"71702","South","Rural"
"70943","South","Rural"
"71911","South","Rural"
"71913","South","Rural"
"71012","South","Rural"
"71600","South","Rural"
"71613","South","Rural"
"71922","South","Rural"
"71602","South","Rural"
"71921","South","Rural"
"71924","South","Rural"
"71603","South","Rural"
"71601","South","Rural"
"71923","South","Rural"
"70600","South","Rural"
"70603","South","Rural"
"70601","South","Rural"
"70602","South","Rural"
"70800","South","Urban"
"70939","South","Urban"
"70811","South","Urban"
"70808","South","Urban"
"70946","South","Urban"
"70812","South","Urban"
"70904","South","Rural"
"70905","South","Rural"
"71412","South","Rural"
"90137","South","Rural"
"90401","South","Rural"
"90122","South","Rural"
"90413","South","Rural"
"90111","South","Rural"
"90512","South","Rural"
"90505","South","Rural"
"90507","South","Rural"
"90700","South","Rural"
"90703","South","Rural"
"90704","South","Rural"
"90702","South","Rural"
"90103","South","Rural"
"90506","South","Rural"
"90402","South","Rural"
"90412","South","Rural"
"90139","South","Rural"
"90123","South","Rural"
"90131","South","Rural"
"90514","South","Rural"
"90515","South","Rural"
"90138","South","Rural"
"90600","South","Rural"
"90605","South","Rural"
"90602","South","Rural"
"90601","South","Rural"
"90603","South","Rural"
"90604","South","Rural"
"90502","South","Rural"
"90500","South","Rural"
"90522","South","Rural"
"90511","South","Rural"
"90516","South","Rural"
"90521","South","Rural"
"90000","South","Urban"
"90101","South","Urban"
"90200","South","Urban"
"90308","South","Urban"
"90124","South","Rural"
"90504","South","Rural"
"90114","South","Rural"
"90112","South","Rural"
"90106","South","Rural"
"90115","South","Rural"
"90301","South","Rural"
"90513","South","Rural"
"90400","South","Urban"
"90421","South","Urban"
"90404","South","Rural"
"90714","South","Rural"
"90715","South","Rural"
"90713","South","Rural"
"90712","South","Rural"
"90711","South","Rural"
"90717","South","Rural"
"90606","South","Rural"
"90135","South","Rural"
"90102","South","Rural"
"90136","South","Rural"
"90121","South","Urban"
"90422","South","Urban"
"90411","South","Urban"
"90423","South","Urban"
"90424","South","Urban"
"90104","South","Rural"
"90105","South","Rural"
"90403","South","Rural"
"90113","South","Rural"
"90718","South","Rural"
"90134","South","Rural"
"90133","South","Rural"
"58500","Kansai","Rural"
"57400","Kansai","Urban"
"58300","Kansai","Urban"
"58308","Kansai","Urban"
"59902","Kansai","Rural"
"57700","Kansai","Urban"
"57980","Kansai","Urban"
"57708","Kansai","Urban"
"57809","Kansai","Urban"
"57300","Kansai","Urban"
"57311","Kansai","Urban"
"57301","Kansai","Urban"
"56700","Kansai","Urban"
"56800","Kansai","Urban"
"56708","Kansai","Urban"
"56300","Kansai","Urban"
"59400","Kansai","Urban"
"59411","Kansai","Urban"
"59500","Kansai","Rural"
"59800","Kansai","Urban"
"54900","Kansai","Urban"
"57100","Kansai","Urban"
"59700","Kansai","Rural"
"59701","Kansai","Rural"
"59004","Kansai","Rural"
"58200","Kansai","Rural"
"57600","Kansai","Rural"
"58600","Kansai","Urban"
"59600","Kansai","Urban"
"59608","Kansai","Urban"
"59601","Kansai","Urban"
"58000","Kansai","Urban"
"56200","Kansai","Urban"
"56302","Kansai","Urban"
"59903","Kansai","Rural"
"57000","Kansai","Urban"
"57200","Kansai","Urban"
"57208","Kansai","Urban"
"56303","Kansai","Rural"
"56301","Kansai","Rural"
"54500","Kansai","Urban"
"54560","Kansai","Urban"
"53500","Kansai","Rural"
"53900","Kansai","Rural"
"54100","Kansai","Rural"
"54200","Kansai","Rural"
"54000","Kansai","Rural"
"54061","Kansai","Rural"
"54060","Kansai","Rural"
"54062","Kansai","Rural"
"54063","Kansai","Rural"
"55300","Kansai","Rural"
"53700","Kansai","Rural"
"54600","Kansai","Urban"
"53300","Kansai","Urban"
"54700","Kansai","Urban"
"54400","Kansai","Urban"
"53600","Kansai","Urban"
"53000","Kansai","Urban"
"53100","Kansai","Urban"
"53160","Kansai","Urban"
"53161","Kansai","Urban"
"53060","Kansai","Urban"
"53061","Kansai","Urban"
"55400","Kansai","Rural"
"55200","Kansai","Rural"
"53400","Kansai","Urban"
"55600","Kansai","Rural"
"55000","Kansai","Rural"
"55700","Kansai","Urban"
"55500","Kansai","Rural"
"55900","Kansai","Urban"
"55800","Kansai","Urban"
"55100","Kansai","Rural"
"54300","Kansai","Rural"
"53800","Kansai","Urban"
"53200","Kansai","Urban"
"58900","Kansai","Rural"
"59900","Kansai","Urban"
"59981","Kansai","Rural"
"59100","Kansai","Urban"
"59180","Kansai","Urban"
"58700","Kansai","Rural"
"59001","Kansai","Urban"
"59982","Kansai","Urban"
"59300","Kansai","Urban"
"59283","Kansai","Urban"
"59383","Kansai","Urban"
"59000","Kansai","Urban"
"59008","Kansai","Urban"
"59009","Kansai","Urban"
"59005","Kansai","Rural"
"56600","Kansai","Rural"
"57500","Kansai","Rural"
"56400","Kansai","Urban"
"56508","Kansai","Urban"
"59508","Kansai","Rural"
"58309","Kansai","Rural"
"59200","Kansai","Rural"
"56900","Kansai","Urban"
"56911","Kansai","Urban"
"56908","Kansai","Urban"
"56910","Kansai","Urban"
"58400","Kansai","Urban"
"56000","Kansai","Urban"
"56108","Kansai","Urban"
"58100","Kansai","Urban"
"58108","Kansai","Urban"
"84400","South","Rural"
"84941","South","Rural"
"84714","South","Rural"
"84800","South","Rural"
"84952","South","Rural"
"84801","South","Rural"
"84942","South","Rural"
"84901","South","Rural"
"84200","South","Rural"
"84201","South","Rural"
"84202","South","Rural"
"84700","South","Urban"
"84708","South","Urban"
"84701","South","Urban"
"84932","South","Urban"
"84712","South","Urban"
"84931","South","Urban"
"84703","South","Urban"
"84704","South","Urban"
"84711","South","Urban"
"84951","South","Urban"
"84715","South","Urban"
"84913","South","Rural"
"84102","South","Rural"
"84905","South","Rural"
"84011","South","Rural"
"84500","South","Rural"
"84903","South","Rural"
"84921","South","Rural"
"84900","South","Urban"
"84008","South","Urban"
"84000","South","Urban"
"84909","South","Urban"
"84022","South","Urban"
"84902","South","Urban"
"84005","South","Urban"
"84203","South","Urban"
"84021","South","Urban"
"84002","South","Urban"
"84911","South","Rural"
"84912","South","Rural"
"84904","South","Rural"
"84300","South","Rural"
"84922","South","Rural"
"84923","South","Rural"
"84302","South","Rural"
"84301","South","Rural"
"84600","South","Rural"
"84916","South","Rural"
"84100","South","Rural"
"84303","South","Rural"
"84914","South","Rural"
"36200","Kanto","Urban"
"35100","Kanto","Urban"
"36800","Kanto","Rural"
"36918","Kanto","Rural"
"36919","Kanto","Rural"
"36915","Kanto","Rural"
"35400","Kanto","Urban"
"35600","Kanto","Urban"
"36600","Kanto","Urban"
"36912","Kanto","Urban"
"36608","Kanto","Urban"
"36902","Kanto","Urban"
"36911","Kanto","Urban"
"36100","Kanto","Rural"
"35700","Kanto","Rural"
"35701","Kanto","Rural"
"35702","Kanto","Rural"
"34800","Kanto","Rural"
"34901","Kanto","Rural"
"35003","Kanto","Rural"
"35012","Kanto","Rural"
"35503","Kanto","Rural"
"35500","Kanto","Rural"
"36700","Kanto","Rural"
"36702","Kanto","Rural"
"36208","Kanto","Rural"
"35800","Kanto","Urban"
"36703","Kanto","Rural"
"36903","Kanto","Rural"
"34400","Kanto","Urban"
"34401","Kanto","Urban"
"35011","Kanto","Urban"
"35008","Kanto","Urban"
"35000","Kanto","Urban"
"33200","Kanto","Urban"
"33400","Kanto","Urban"
"33308","Kanto","Urban"
"35001","Kanto","Rural"
"34700","Kanto","Urban"
"34911","Kanto","Urban"
"34912","Kanto","Urban"
"34701","Kanto","Urban"
"36400","Kanto","Rural"
"36500","Kanto","Urban"
"36901","Kanto","Urban"
"34300","Kanto","Urban"
"34308","Kanto","Urban"
"34600","Kanto","Urban"
"34002","Kanto","Urban"
"34601","Kanto","Urban"
"36000","Kanto","Urban"
"36008","Kanto","Urban"
"36002","Kanto","Urban"
"36001","Kanto","Urban"
"34301","Kanto","Rural"
"36914","Kanto","Rural"
"36916","Kanto","Rural"
"36701","Kanto","Rural"
"34100","Kanto","Urban"
"34500","Kanto","Rural"
"34508","Kanto","Rural"
"35004","Kanto","Rural"
"36913","Kanto","Rural"
"35508","Kanto","Rural"
"35200","Kanto","Urban"
"36801","Kanto","Rural"
"36802","Kanto","Rural"
"36300","Kanto","Rural"
"35502","Kanto","Rural"
"33000","Kanto","Urban"
"33800","Kanto","Rural"
"33060","Kanto","Rural"
"33900","Kanto","Urban"
"33108","Kanto","Urban"
"33609","Kanto","Urban"
"33600","Kanto","Urban"
"33700","Kanto","Urban"
"33100","Kanto","Rural"
"33008","Kanto","Urban"
"33808","Kanto","Rural"
"35002","Kanto","Urban"
"34001","Kanto","Rural"
"35013","Kanto","Urban"
"35300","Kanto","Rural"
"34902","Kanto","Rural"
"34000","Kanto","Urban"
"33500","Kanto","Urban"
"35900","Kanto","Urban"
"35911","Kanto","Urban"
"35022","Kanto","Rural"
"35101","Kanto","Rural"
"34008","Kanto","Rural"
"34200","Kanto","Rural"
"35501","Kanto","Rural"
"52913","Kansai","Rural"
"52912","Kansai","Rural"
"52700","Kansai","Urban"
"52701","Kansai","Urban"
"52702","Kansai","Urban"
"52112","Kansai","Urban"
"52915","Kansai","Urban"
"52914","Kansai","Urban"
"52200","Kansai","Urban"
"52911","Kansai","Urban"
"52111","Kansai","Urban"
"52202","Kansai","Urban"
"52916","Kansai","Rural"
"52800","Kansai","Rural"
"52034","Kansai","Rural"
"52033","Kansai","Rural"
"52918","Kansai","Rural"
"52802","Kansai","Rural"
"52032","Kansai","Rural"
"52031","Kansai","Rural"
"52500","Kansai","Urban"
"52100","Kansai","Rural"
"52102","Kansai","Rural"
"52103","Kansai","Rural"
"52400","Kansai","Rural"
"52401","Kansai","Rural"
"52402","Kansai","Rural"
"52600","Kansai","Urban"
"52602","Kansai","Urban"
"52601","Kansai","Urban"
"52608","Kansai","Urban"
"52901","Kansai","Urban"
"52903","Kansai","Urban"
"52904","Kansai","Urban"
"52905","Kansai","Urban"
"52902","Kansai","Urban"
"52907","Kansai","Urban"
"52300","Kansai","Rural"
"52308","Kansai","Rural"
"52113","Kansai","Rural"
"52000","Kansai","Urban"
"52021","Kansai","Urban"
"52008","Kansai","Urban"
"52005","Kansai","Urban"
"52001","Kansai","Urban"
"52003","Kansai","Urban"
"52022","Kansai","Urban"
"52002","Kansai","Urban"
"52030","Kansai","Rural"
"52025","Kansai","Rural"
"52203","Kansai","Rural"
"52011","Kansai","Rural"
"52012","Kansai","Rural"
"52016","Kansai","Rural"
"52014","Kansai","Rural"
"52015","Kansai","Rural"
"52018","Kansai","Rural"
"52023","Kansai","Rural"
"52024","Kansai","Rural"
"68404","South","Rural"
"68401","South","Rural"
"69500","South","Rural"
"69501","South","Rural"
"69928","South","Rural"
"69931","South","Rural"
"69942","South","Rural"
"69945","South","Rural"
"69941","South","Rural"
"69944","South","Rural"
"69700","South","Rural"
"69705","South","Rural"
"69704","South","Rural"
"69713","South","Rural"
"69703","South","Rural"
"69702","South","Rural"
"69701","South","Rural"
